HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Cabin_num,Side
Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,False,E,0.0,S
Earth,1,55 Cancri e,49.0,0,0.0,0.0,0.0,0.0,0.0,False,E,0.0,S
Earth,1,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,False,E,0.0,S
Earth,0,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,True,E,0.0,S
Earth,1,PSO J318.5-22,1.0,0,,0.0,0.0,0.0,0.0,False,E,0.0,S
Earth,0,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,False,E,0.0,S
Mars,0,TRAPPIST-1e,21.0,0,980.0,2.0,69.0,0.0,0.0,False,D,0.0,P
Europa,1,TRAPPIST-1e,62.0,0,0.0,0.0,0.0,0.0,0.0,True,C,2.0,S
Earth,0,TRAPPIST-1e,15.0,0,0.0,225.0,0.0,998.0,0.0,False,F,6.0,S
Europa,0,55 Cancri e,34.0,0,22.0,6073.0,0.0,1438.0,328.0,False,C,0.0,P
Mars,0,TRAPPIST-1e,43.0,0,1125.0,0.0,136.0,48.0,0.0,False,F,8.0,P
Earth,0,TRAPPIST-1e,32.0,0,0.0,850.0,81.0,437.0,453.0,False,G,4.0,S
Mars,0,TRAPPIST-1e,47.0,0,214.0,0.0,1411.0,0.0,1229.0,True,F,9.0,P
Mars,0,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,True,F,9.0,P
Mars,0,TRAPPIST-1e,20.0,0,,0.0,1750.0,990.0,0.0,True,F,9.0,P
Europa,1,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,True,D,1.0,S
Mars,0,55 Cancri e,23.0,0,784.0,964.0,0.0,951.0,0.0,False,D,1.0,P
Earth,0,55 Cancri e,15.0,0,0.0,492.0,48.0,20.0,401.0,False,F,8.0,S
Earth,0,55 Cancri e,20.0,0,554.0,195.0,0.0,2606.0,0.0,False,F,10.0,S
Earth,1,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0,False,G,1.0,P
Earth,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,True,G,2.0,P
Europa,0,TRAPPIST-1e,45.0,0,0.0,164.0,45.0,2511.0,855.0,False,B,3.0,P
Earth,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,False,G,3.0,P
Earth,1,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,True,G,3.0,P
Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,True,G,3.0,P
Mars,0,TRAPPIST-1e,21.0,0,970.0,0.0,180.0,0.0,64.0,False,F,10.0,P
Mars,1,,19.0,0,0.0,0.0,0.0,0.0,0.0,True,F,10.0,P
Earth,0,55 Cancri e,35.0,0,790.0,0.0,0.0,0.0,0.0,False,E,1.0,S
Earth,0,TRAPPIST-1e,56.0,0,0.0,112.0,0.0,1379.0,127.0,False,E,2.0,S
Earth,0,TRAPPIST-1e,,0,4.0,0.0,2.0,4683.0,0.0,False,G,6.0,S
Earth,0,TRAPPIST-1e,25.0,0,0.0,0.0,1938.0,0.0,1.0,True,F,11.0,S
Europa,0,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,True,A,1.0,S
Europa,1,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,True,A,1.0,S
Europa,0,TRAPPIST-1e,27.0,0,279.0,605.0,3374.0,286.0,3.0,True,A,1.0,S
Earth,1,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0,False,G,7.0,S
Earth,0,TRAPPIST-1e,22.0,0,45.0,1096.0,148.0,1377.0,1.0,False,F,12.0,S
Earth,0,TRAPPIST-1e,62.0,0,0.0,592.0,0.0,17.0,25.0,False,F,13.0,S
Mars,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,True,F,14.0,S
,1,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,True,E,3.0,S
Earth,0,TRAPPIST-1e,62.0,0,1.0,153.0,197.0,0.0,460.0,False,G,6.0,P
Earth,1,PSO J318.5-22,0.0,0,0.0,0.0,0.0,0.0,0.0,True,G,10.0,S
Earth,0,TRAPPIST-1e,18.0,0,1.0,258.0,446.0,0.0,0.0,True,G,10.0,S
Earth,0,55 Cancri e,21.0,0,1946.0,37.0,0.0,0.0,24.0,False,F,15.0,S
Mars,0,TRAPPIST-1e,,0,793.0,0.0,2.0,253.0,0.0,False,E,4.0,S
Earth,0,TRAPPIST-1e,42.0,0,887.0,0.0,9.0,6.0,0.0,True,F,16.0,S
Earth,0,TRAPPIST-1e,19.0,0,190.0,0.0,5.0,1.0,726.0,False,F,13.0,P
Earth,0,TRAPPIST-1e,17.0,0,16.0,2165.0,0.0,0.0,52.0,False,F,14.0,P
Earth,0,TRAPPIST-1e,14.0,0,0.0,1.0,0.0,0.0,1063.0,False,F,17.0,S
Mars,0,PSO J318.5-22,37.0,0,46.0,83.0,738.0,0.0,12.0,False,D,3.0,P
Europa,0,TRAPPIST-1e,42.0,0,1.0,8397.0,0.0,0.0,506.0,True,C,3.0,S
Mars,0,TRAPPIST-1e,27.0,0,147.0,0.0,1018.0,0.0,0.0,True,F,18.0,S
Mars,0,TRAPPIST-1e,28.0,0,14.0,0.0,1295.0,0.0,0.0,True,F,15.0,P
Europa,0,TRAPPIST-1e,38.0,0,0.0,5840.0,0.0,321.0,9654.0,False,C,4.0,S
Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,False,G,13.0,S
Mars,0,TRAPPIST-1e,42.0,0,7406.0,0.0,0.0,0.0,0.0,False,F,16.0,P
Mars,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,True,F,16.0,P
Mars,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,True,F,16.0,P
Earth,0,TRAPPIST-1e,24.0,0,688.0,0.0,0.0,0.0,17.0,True,G,14.0,S
Europa,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,True,C,5.0,S
Earth,0,TRAPPIST-1e,43.0,0,211.0,0.0,0.0,638.0,513.0,False,F,17.0,P
Mars,1,PSO J318.5-22,45.0,0,0.0,0.0,0.0,0.0,0.0,True,E,5.0,S
Earth,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,True,G,15.0,S
Earth,1,TRAPPIST-1e,26.0,0,,0.0,0.0,0.0,0.0,True,G,16.0,S
Earth,0,TRAPPIST-1e,27.0,0,1.0,697.0,31.0,188.0,0.0,False,F,20.0,S
Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,670.0,1.0,34.0,False,G,9.0,P
Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,G,9.0,P
Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,True,G,9.0,P
Europa,0,TRAPPIST-1e,54.0,0,0.0,1208.0,0.0,3.0,637.0,False,A,2.0,S
Earth,0,TRAPPIST-1e,26.0,0,0.0,856.0,5.0,32.0,0.0,False,G,11.0,P
Earth,0,TRAPPIST-1e,26.0,0,0.0,2811.0,957.0,0.0,87.0,True,G,11.0,P
Earth,0,PSO J318.5-22,23.0,0,311.0,427.0,526.0,37.0,0.0,False,F,19.0,P
Earth,0,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,True,G,12.0,P
Mars,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,True,,,
Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,830.0,91.0,False,F,23.0,S
Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,17.0,True,F,24.0,S
Earth,1,55 Cancri e,9.0,0,0.0,0.0,0.0,0.0,0.0,True,G,18.0,S
Earth,1,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,False,G,18.0,S
Earth,0,TRAPPIST-1e,27.0,0,0.0,0.0,570.0,2.0,131.0,False,F,21.0,P
Mars,0,TRAPPIST-1e,21.0,0,1743.0,5.0,17.0,0.0,0.0,False,D,2.0,S
Earth,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,False,G,19.0,S
Earth,0,TRAPPIST-1e,31.0,0,562.0,0.0,326.0,0.0,0.0,False,G,19.0,S
Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,G,19.0,S
Europa,0,TRAPPIST-1e,32.0,0,0.0,410.0,6.0,3929.0,764.0,False,,,
Europa,0,TRAPPIST-1e,40.0,0,0.0,331.0,0.0,0.0,1687.0,False,B,5.0,P
Europa,0,TRAPPIST-1e,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,True,B,5.0,P
Europa,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,True,B,5.0,P
Europa,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,True,E,6.0,S
Europa,0,55 Cancri e,48.0,1,0.0,2537.0,87.0,17.0,13.0,True,B,1.0,S
Earth,0,TRAPPIST-1e,64.0,0,0.0,0.0,804.0,0.0,0.0,True,F,23.0,P
Earth,0,TRAPPIST-1e,27.0,0,82.0,157.0,429.0,238.0,1.0,False,G,20.0,S
Mars,0,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True,F,24.0,P
Europa,0,TRAPPIST-1e,33.0,0,1.0,2223.0,0.0,12.0,404.0,True,D,4.0,P
,0,TRAPPIST-1e,39.0,0,0.0,2344.0,0.0,65.0,6898.0,False,A,0.0,P
Europa,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,True,A,0.0,P
Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True,F,25.0,P
Earth,0,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,699.0,74.0,False,G,21.0,S
Earth,0,TRAPPIST-1e,18.0,0,55.0,597.0,49.0,0.0,1.0,False,F,27.0,P
Mars,1,TRAPPIST-1e,67.0,0,0.0,0.0,0.0,0.0,0.0,True,F,27.0,S
Mars,0,TRAPPIST-1e,35.0,0,701.0,0.0,296.0,0.0,25.0,False,E,7.0,S
Mars,0,TRAPPIST-1e,61.0,1,2353.0,334.0,9.0,316.0,2.0,False,D,3.0,S
Mars,0,TRAPPIST-1e,45.0,0,2103.0,6.0,0.0,0.0,0.0,False,E,8.0,S
Earth,1,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,True,G,22.0,S
Mars,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,True,F,29.0,S
Mars,0,TRAPPIST-1e,36.0,0,2738.0,0.0,0.0,0.0,0.0,False,D,5.0,S
Earth,0,TRAPPIST-1e,19.0,0,0.0,14.0,730.0,0.0,0.0,True,G,17.0,P
Earth,0,PSO J318.5-22,47.0,0,97.0,418.0,126.0,25.0,55.0,False,G,23.0,S
Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,True,G,18.0,P
Earth,0,,34.0,0,0.0,22.0,0.0,564.0,207.0,False,E,5.0,P
Europa,1,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,True,C,6.0,S
Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True,G,19.0,P
Earth,0,TRAPPIST-1e,26.0,0,440.0,0.0,0.0,0.0,462.0,False,F,29.0,P
Mars,0,TRAPPIST-1e,31.0,0,,0.0,97.0,0.0,0.0,False,F,30.0,P
Earth,0,TRAPPIST-1e,20.0,0,0.0,420.0,210.0,0.0,0.0,True,F,31.0,S
Earth,0,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,False,G,25.0,S
Earth,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,True,G,26.0,S
Mars,0,TRAPPIST-1e,42.0,0,1072.0,0.0,10.0,0.0,76.0,False,F,31.0,P
Earth,1,55 Cancri e,,0,0.0,0.0,0.0,0.0,0.0,True,G,27.0,S
Earth,1,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,False,G,20.0,P
Earth,0,,41.0,0,0.0,0.0,0.0,0.0,607.0,False,F,32.0,P
Earth,0,TRAPPIST-1e,22.0,0,4119.0,0.0,0.0,0.0,61.0,False,G,22.0,P
Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True,B,8.0,P
Europa,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,True,B,8.0,P
Earth,0,TRAPPIST-1e,57.0,0,50.0,1688.0,0.0,0.0,135.0,True,G,28.0,S
Earth,1,PSO J318.5-22,17.0,0,0.0,0.0,0.0,0.0,0.0,False,G,28.0,S
Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,True,F,37.0,P
Mars,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,True,F,35.0,S
Mars,0,TRAPPIST-1e,27.0,0,1365.0,0.0,48.0,22.0,137.0,False,F,35.0,S
Earth,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,False,G,23.0,P
Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,221.0,567.0,False,E,10.0,S
Earth,1,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,True,G,30.0,S
Earth,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,True,G,24.0,P
Earth,0,TRAPPIST-1e,58.0,0,0.0,985.0,0.0,5.0,0.0,True,E,11.0,S
Earth,0,55 Cancri e,21.0,0,287.0,0.0,16.0,115.0,175.0,False,F,38.0,P
Europa,0,TRAPPIST-1e,38.0,0,0.0,10346.0,1.0,14970.0,2111.0,False,B,2.0,S
Mars,0,TRAPPIST-1e,38.0,0,3414.0,0.0,161.0,28.0,119.0,False,D,6.0,S
Earth,0,TRAPPIST-1e,19.0,0,1.0,219.0,673.0,2.0,11.0,True,G,26.0,P
Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,False,G,26.0,P
Earth,0,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,True,G,26.0,P
Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,3.0,299.0,92.0,False,G,27.0,P
Europa,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True,C,3.0,P
Earth,0,TRAPPIST-1e,37.0,0,17.0,146.0,426.0,0.0,232.0,True,F,36.0,S
Earth,0,TRAPPIST-1e,25.0,0,62.0,0.0,0.0,0.0,956.0,False,G,28.0,P
Earth,1,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,True,G,31.0,S
Earth,0,55 Cancri e,49.0,0,84.0,3.0,401.0,202.0,98.0,False,E,8.0,P
Earth,1,55 Cancri e,11.0,0,0.0,0.0,0.0,0.0,0.0,False,G,32.0,S
Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,True,G,29.0,P
Earth,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,False,G,29.0,P
Earth,0,TRAPPIST-1e,39.0,0,0.0,0.0,10.0,898.0,0.0,False,G,29.0,P
Mars,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,True,F,41.0,P
Mars,0,TRAPPIST-1e,23.0,0,,0.0,8.0,1072.0,0.0,False,F,41.0,P
Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,F,41.0,P
Mars,0,TRAPPIST-1e,39.0,0,406.0,0.0,867.0,0.0,0.0,True,F,42.0,P
Mars,0,PSO J318.5-22,25.0,0,1052.0,0.0,719.0,0.0,7.0,False,D,5.0,P
Europa,0,TRAPPIST-1e,36.0,0,0.0,972.0,0.0,795.0,575.0,False,C,5.0,P
Earth,0,PSO J318.5-22,52.0,0,0.0,0.0,0.0,0.0,0.0,True,G,30.0,P
Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,False,G,33.0,S
Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,True,G,31.0,P
Europa,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,True,B,3.0,S
Europa,1,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,True,B,3.0,S
Europa,1,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0,True,B,9.0,P
Europa,0,55 Cancri e,,0,0.0,2433.0,0.0,878.0,443.0,True,A,2.0,P
Europa,1,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0,True,C,8.0,S
Earth,0,TRAPPIST-1e,29.0,0,0.0,2.0,66.0,0.0,705.0,False,G,34.0,S
Europa,0,55 Cancri e,,0,2.0,1720.0,12.0,1125.0,122.0,True,C,9.0,S
Earth,1,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,False,G,32.0,P
,1,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,True,D,6.0,P
Mars,0,TRAPPIST-1e,29.0,0,902.0,1.0,137.0,0.0,0.0,True,F,44.0,P
Mars,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,True,F,44.0,P
Mars,0,TRAPPIST-1e,17.0,0,848.0,0.0,307.0,182.0,0.0,False,F,44.0,P
Earth,0,TRAPPIST-1e,13.0,0,192.0,0.0,0.0,51.0,739.0,False,E,9.0,P
Earth,0,TRAPPIST-1e,35.0,0,147.0,188.0,0.0,10.0,387.0,False,F,45.0,P
Earth,0,TRAPPIST-1e,21.0,0,367.0,281.0,0.0,0.0,146.0,False,F,46.0,P
Earth,0,55 Cancri e,21.0,0,0.0,56.0,0.0,0.0,1918.0,False,F,40.0,S
Earth,0,TRAPPIST-1e,38.0,0,1517.0,0.0,0.0,27.0,0.0,False,F,47.0,P
Earth,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,True,G,36.0,P
Earth,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,True,G,37.0,P
Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,G,37.0,P
Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,False,G,37.0,P
Earth,0,TRAPPIST-1e,25.0,0,122.0,84.0,0.0,0.0,0.0,False,E,10.0,P
Earth,0,TRAPPIST-1e,16.0,0,0.0,3.0,0.0,0.0,1099.0,False,F,48.0,P
Earth,0,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0,False,G,37.0,P
Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,True,G,37.0,P
Mars,0,55 Cancri e,21.0,0,2237.0,0.0,119.0,0.0,0.0,False,E,13.0,S
Mars,0,TRAPPIST-1e,23.0,0,1215.0,80.0,1.0,2.0,0.0,False,E,13.0,S
Mars,0,TRAPPIST-1e,33.0,0,1933.0,12.0,188.0,1.0,0.0,False,E,13.0,S
Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,True,E,13.0,S
Mars,0,TRAPPIST-1e,41.0,0,1230.0,0.0,301.0,43.0,1023.0,False,E,13.0,S
Mars,0,TRAPPIST-1e,16.0,0,915.0,0.0,221.0,234.0,0.0,False,E,13.0,S
Mars,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,False,E,13.0,S
Mars,0,TRAPPIST-1e,20.0,0,1406.0,0.0,0.0,11.0,0.0,False,F,41.0,S
Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True,F,41.0,S
Mars,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,True,E,14.0,S
Earth,0,TRAPPIST-1e,21.0,0,0.0,2.0,665.0,0.0,9.0,False,G,35.0,S
Mars,0,TRAPPIST-1e,32.0,1,181.0,0.0,5.0,1634.0,0.0,False,F,42.0,S
Earth,1,PSO J318.5-22,58.0,0,0.0,0.0,0.0,0.0,0.0,True,G,38.0,P
Earth,0,TRAPPIST-1e,24.0,0,4.0,7.0,0.0,713.0,79.0,False,F,43.0,S
Mars,0,TRAPPIST-1e,30.0,0,85.0,0.0,1.0,1720.0,0.0,False,F,44.0,S
Earth,1,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0,False,G,36.0,S
Mars,0,TRAPPIST-1e,32.0,0,56.0,0.0,256.0,1438.0,0.0,False,F,45.0,S
Earth,0,TRAPPIST-1e,43.0,0,,888.0,0.0,0.0,0.0,False,F,50.0,P
Europa,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,True,B,11.0,P
Mars,0,TRAPPIST-1e,37.0,0,637.0,0.0,0.0,92.0,319.0,False,,,
Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,True,F,52.0,P
Europa,0,55 Cancri e,33.0,0,0.0,1249.0,0.0,4812.0,1116.0,False,E,11.0,P
,0,TRAPPIST-1e,18.0,0,313.0,1.0,691.0,283.0,0.0,False,F,46.0,S
Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,False,G,37.0,S
Mars,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,True,,,
Mars,1,55 Cancri e,14.0,0,0.0,0.0,0.0,0.0,0.0,True,F,47.0,S
Europa,0,55 Cancri e,46.0,0,0.0,3571.0,0.0,0.0,7.0,True,C,6.0,P
Europa,0,TRAPPIST-1e,33.0,0,0.0,86.0,796.0,584.0,10912.0,False,C,6.0,P
Mars,0,TRAPPIST-1e,21.0,0,2947.0,0.0,287.0,27.0,0.0,False,D,8.0,P
Europa,0,TRAPPIST-1e,33.0,0,0.0,1.0,0.0,8620.0,1063.0,False,C,10.0,S
Earth,1,PSO J318.5-22,47.0,0,,0.0,0.0,0.0,0.0,False,G,38.0,S
,1,55 Cancri e,54.0,0,0.0,0.0,0.0,0.0,0.0,True,C,11.0,S
Earth,0,TRAPPIST-1e,30.0,0,335.0,695.0,541.0,0.0,0.0,False,F,53.0,P
Earth,0,TRAPPIST-1e,29.0,0,272.0,615.0,0.0,0.0,1.0,False,G,42.0,P
Earth,0,TRAPPIST-1e,21.0,0,702.0,172.0,408.0,2.0,6.0,True,F,54.0,P
Europa,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,True,A,3.0,S
Mars,0,55 Cancri e,21.0,0,1664.0,0.0,0.0,0.0,0.0,False,F,49.0,S
Mars,1,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0,True,F,49.0,S
Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,313.0,299.0,92.0,False,F,50.0,S
Europa,0,TRAPPIST-1e,26.0,0,0.0,4810.0,0.0,981.0,2054.0,False,E,16.0,S
Earth,0,TRAPPIST-1e,26.0,0,66.0,29.0,0.0,0.0,803.0,False,F,56.0,P
Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,True,G,43.0,P
Europa,1,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,True,D,8.0,S
Earth,0,TRAPPIST-1e,13.0,0,118.0,0.0,0.0,754.0,1.0,False,F,51.0,S
Earth,0,55 Cancri e,47.0,0,0.0,231.0,592.0,0.0,0.0,True,F,52.0,S
Earth,0,TRAPPIST-1e,63.0,0,0.0,25.0,128.0,0.0,1240.0,False,F,59.0,P
Europa,1,55 Cancri e,,0,0.0,0.0,0.0,0.0,0.0,True,D,9.0,S
Earth,0,55 Cancri e,50.0,0,44.0,2390.0,0.0,53.0,0.0,True,F,61.0,P
Earth,0,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,888.0,0.0,False,,,
Earth,0,TRAPPIST-1e,45.0,0,0.0,97.0,0.0,14.0,333.0,False,G,45.0,P
Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,2078.0,0.0,0.0,True,F,63.0,P
Earth,0,TRAPPIST-1e,21.0,0,0.0,918.0,0.0,0.0,0.0,True,F,54.0,S
Earth,1,PSO J318.5-22,29.0,0,0.0,0.0,0.0,0.0,0.0,True,G,46.0,P
Earth,0,TRAPPIST-1e,22.0,0,146.0,654.0,1.0,0.0,2.0,True,F,64.0,P
Europa,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,True,E,16.0,P
Europa,1,55 Cancri e,42.0,0,0.0,0.0,0.0,0.0,0.0,True,E,16.0,P
Earth,0,55 Cancri e,57.0,0,3.0,1281.0,29.0,162.0,13.0,False,F,65.0,P
Europa,1,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,True,,,
Europa,0,TRAPPIST-1e,28.0,0,0.0,587.0,32.0,6.0,1460.0,False,B,12.0,P
Earth,0,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,828.0,False,F,55.0,S
Europa,1,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,True,C,12.0,S
